2026-07-15 10:44:03.692 | INFO     | app.services.llm_adapter:chat_completion:63 - Model: deepseek-r1 | Latency: 6.76s | PromptTokens: 131 | CompletionTokens: 163
2026-07-17 13:18:15 | INFO     | trace_id=a8d4c663-e421-429f-955c-b3a3bfe14186 - Model: deepseek-r1 | Latency: 10.68s | PromptTokens: 126 | CompletionTokens: 296
2026-07-17 13:18:24 | INFO     | trace_id=a8d4c663-e421-429f-955c-b3a3bfe14186 - Model: deepseek-r1 | Latency: 8.60s | PromptTokens: 631 | CompletionTokens: 171
2026-07-17 13:19:12 | INFO     | trace_id=5a60f2e2-4d5a-476e-b16e-0068ecee517a - Model: deepseek-r1 | Latency: 12.41s | PromptTokens: 126 | CompletionTokens: 381
2026-07-17 13:19:22 | INFO     | trace_id=5a60f2e2-4d5a-476e-b16e-0068ecee517a - Model: deepseek-r1 | Latency: 10.02s | PromptTokens: 722 | CompletionTokens: 226
2026-07-17 13:19:59 | INFO     | trace_id=9557440d-a159-4e3e-91dd-8e6c0f8f332b - Model: deepseek-r1 | Latency: 15.41s | PromptTokens: 126 | CompletionTokens: 370
2026-07-17 13:20:11 | INFO     | trace_id=9557440d-a159-4e3e-91dd-8e6c0f8f332b - Model: deepseek-r1 | Latency: 11.68s | PromptTokens: 693 | CompletionTokens: 273
2026-07-17 13:20:46 | INFO     | trace_id=78c54d1c-6f65-4773-bc2b-95a752abd643 - Model: deepseek-r1 | Latency: 9.38s | PromptTokens: 126 | CompletionTokens: 315
2026-07-17 13:21:02 | INFO     | trace_id=78c54d1c-6f65-4773-bc2b-95a752abd643 - Model: deepseek-r1 | Latency: 15.84s | PromptTokens: 701 | CompletionTokens: 482
2026-07-17 13:40:31 | INFO     | trace_id=c01a8ea3-edcf-45af-9558-25c70697d047 - Model: deepseek-r1 | Latency: 24.66s | PromptTokens: 639 | CompletionTokens: 662
2026-07-17 13:40:51 | INFO     | trace_id=c01a8ea3-edcf-45af-9558-25c70697d047 - Model: deepseek-r1 | Latency: 19.72s | PromptTokens: 125 | CompletionTokens: 398
2026-07-17 13:40:59 | INFO     | trace_id=c01a8ea3-edcf-45af-9558-25c70697d047 - Model: deepseek-r1 | Latency: 8.18s | PromptTokens: 407 | CompletionTokens: 184
2026-07-17 14:24:11 | INFO     | trace_id=cbc0799f-a0bd-40b3-abaf-288916789679 - Model: deepseek-r1 | Latency: 31.83s | PromptTokens: 640 | CompletionTokens: 923
2026-07-17 14:24:49 | INFO     | trace_id=cbc0799f-a0bd-40b3-abaf-288916789679 - Model: deepseek-r1 | Latency: 38.05s | PromptTokens: 126 | CompletionTokens: 1334
2026-07-17 14:24:54 | INFO     | trace_id=cbc0799f-a0bd-40b3-abaf-288916789679 - Model: deepseek-r1 | Latency: 5.35s | PromptTokens: 443 | CompletionTokens: 136
2026-07-17 14:25:27 | INFO     | trace_id=86dde431-2ffd-4d36-b32b-09bd4a653811 - Model: deepseek-r1 | Latency: 9.36s | PromptTokens: 126 | CompletionTokens: 273
2026-07-17 14:25:34 | INFO     | trace_id=86dde431-2ffd-4d36-b32b-09bd4a653811 - Model: deepseek-r1 | Latency: 7.15s | PromptTokens: 688 | CompletionTokens: 172
2026-07-17 14:26:02 | INFO     | trace_id=66dbdbee-0ff0-46f0-bf46-b8a3e14c4a43 - Model: deepseek-r1 | Latency: 13.64s | PromptTokens: 126 | CompletionTokens: 440
2026-07-17 14:26:11 | INFO     | trace_id=66dbdbee-0ff0-46f0-bf46-b8a3e14c4a43 - Model: deepseek-r1 | Latency: 8.81s | PromptTokens: 698 | CompletionTokens: 198
2026-07-17 14:26:41 | INFO     | trace_id=8418cebb-2240-4e55-82d1-d1ac81acb77c - Model: deepseek-r1 | Latency: 10.90s | PromptTokens: 126 | CompletionTokens: 334
2026-07-17 14:26:47 | INFO     | trace_id=8418cebb-2240-4e55-82d1-d1ac81acb77c - Model: deepseek-r1 | Latency: 5.92s | PromptTokens: 696 | CompletionTokens: 153
2026-07-17 14:27:11 | INFO     | trace_id=1d15e636-6026-4ad1-ba8b-d195efbf4db3 - Model: deepseek-r1 | Latency: 9.48s | PromptTokens: 126 | CompletionTokens: 254
2026-07-17 14:27:18 | INFO     | trace_id=1d15e636-6026-4ad1-ba8b-d195efbf4db3 - Model: deepseek-r1 | Latency: 7.05s | PromptTokens: 655 | CompletionTokens: 157
2026-07-17 14:27:48 | INFO     | trace_id=66aac8db-8c86-4b1d-bfb6-37604170cec2 - Model: deepseek-r1 | Latency: 9.99s | PromptTokens: 126 | CompletionTokens: 270
2026-07-17 14:27:55 | INFO     | trace_id=66aac8db-8c86-4b1d-bfb6-37604170cec2 - Model: deepseek-r1 | Latency: 6.73s | PromptTokens: 592 | CompletionTokens: 151
2026-07-17 14:28:29 | INFO     | trace_id=ca221fa0-ed5b-4f03-bb97-47d5a62b9d4d - Model: deepseek-r1 | Latency: 16.13s | PromptTokens: 126 | CompletionTokens: 433
2026-07-17 14:28:35 | INFO     | trace_id=ca221fa0-ed5b-4f03-bb97-47d5a62b9d4d - Model: deepseek-r1 | Latency: 6.78s | PromptTokens: 662 | CompletionTokens: 160
2026-07-17 14:29:06 | INFO     | trace_id=8b66da93-30f9-4680-a2d5-8c4834645af3 - Model: deepseek-r1 | Latency: 15.93s | PromptTokens: 126 | CompletionTokens: 466
2026-07-17 14:29:12 | INFO     | trace_id=8b66da93-30f9-4680-a2d5-8c4834645af3 - Model: deepseek-r1 | Latency: 6.57s | PromptTokens: 662 | CompletionTokens: 180
2026-07-17 14:29:41 | INFO     | trace_id=af53d51b-81d1-4ade-a53a-39d8b64bd006 - Model: deepseek-r1 | Latency: 10.47s | PromptTokens: 126 | CompletionTokens: 339
2026-07-17 14:29:49 | INFO     | trace_id=af53d51b-81d1-4ade-a53a-39d8b64bd006 - Model: deepseek-r1 | Latency: 8.14s | PromptTokens: 643 | CompletionTokens: 220
2026-07-17 14:30:20 | INFO     | trace_id=f272bfad-61e2-445f-a9e7-bc87e2c20ee7 - Model: deepseek-r1 | Latency: 15.54s | PromptTokens: 126 | CompletionTokens: 451
2026-07-17 14:30:34 | INFO     | trace_id=f272bfad-61e2-445f-a9e7-bc87e2c20ee7 - Model: deepseek-r1 | Latency: 13.34s | PromptTokens: 671 | CompletionTokens: 404
2026-07-17 14:31:22 | INFO     | trace_id=a2fccdf2-e1c4-4f77-8189-5885318a2863 - Model: deepseek-r1 | Latency: 11.80s | PromptTokens: 126 | CompletionTokens: 308
2026-07-17 14:31:31 | INFO     | trace_id=a2fccdf2-e1c4-4f77-8189-5885318a2863 - Model: deepseek-r1 | Latency: 8.28s | PromptTokens: 652 | CompletionTokens: 196
2026-07-17 14:32:20 | INFO     | trace_id=749e618c-5c27-4e24-b123-9b6c82fde47e - Model: deepseek-r1 | Latency: 15.38s | PromptTokens: 126 | CompletionTokens: 429
2026-07-17 14:32:26 | INFO     | trace_id=749e618c-5c27-4e24-b123-9b6c82fde47e - Model: deepseek-r1 | Latency: 6.66s | PromptTokens: 650 | CompletionTokens: 143
2026-07-17 14:33:29 | INFO     | trace_id=f15f9acd-6614-4480-ab3a-20d6bef4e2c5 - Model: deepseek-r1 | Latency: 11.77s | PromptTokens: 126 | CompletionTokens: 316
2026-07-17 14:33:34 | INFO     | trace_id=f15f9acd-6614-4480-ab3a-20d6bef4e2c5 - Model: deepseek-r1 | Latency: 5.66s | PromptTokens: 587 | CompletionTokens: 159
2026-07-17 14:33:55 | INFO     | trace_id=7d247483-3ace-499d-9990-be5c7b61f337 - Model: deepseek-r1 | Latency: 8.85s | PromptTokens: 126 | CompletionTokens: 286
2026-07-17 14:34:01 | INFO     | trace_id=7d247483-3ace-499d-9990-be5c7b61f337 - Model: deepseek-r1 | Latency: 6.17s | PromptTokens: 645 | CompletionTokens: 140
2026-07-17 14:34:28 | INFO     | trace_id=026f240d-d51d-45c7-ab70-60478fe00a85 - Model: deepseek-r1 | Latency: 10.37s | PromptTokens: 126 | CompletionTokens: 327
2026-07-17 14:34:34 | INFO     | trace_id=026f240d-d51d-45c7-ab70-60478fe00a85 - Model: deepseek-r1 | Latency: 6.14s | PromptTokens: 626 | CompletionTokens: 170
2026-07-17 14:38:15 | INFO     | trace_id=ee82027e-4151-4566-9764-f1d8a00540f3 - Model: deepseek-r1 | Latency: 18.81s | PromptTokens: 604 | CompletionTokens: 609
2026-07-17 14:38:26 | INFO     | trace_id=ee82027e-4151-4566-9764-f1d8a00540f3 - Model: deepseek-r1 | Latency: 10.56s | PromptTokens: 125 | CompletionTokens: 309
2026-07-17 14:38:34 | INFO     | trace_id=ee82027e-4151-4566-9764-f1d8a00540f3 - Model: deepseek-r1 | Latency: 7.88s | PromptTokens: 425 | CompletionTokens: 178
2026-07-17 14:39:43 | INFO     | trace_id=048dab1a-1e79-40b2-a12a-84bac0e7608e - Model: deepseek-r1 | Latency: 43.43s | PromptTokens: 656 | CompletionTokens: 1401
2026-07-17 14:40:06 | INFO     | trace_id=048dab1a-1e79-40b2-a12a-84bac0e7608e - Model: deepseek-r1 | Latency: 23.38s | PromptTokens: 125 | CompletionTokens: 817
2026-07-17 14:40:11 | INFO     | trace_id=048dab1a-1e79-40b2-a12a-84bac0e7608e - Model: deepseek-r1 | Latency: 5.14s | PromptTokens: 483 | CompletionTokens: 146
2026-07-17 14:43:34 | INFO     | trace_id=40f602ce-0266-4026-b12b-e98adc2573c2 - Model: deepseek-r1 | Latency: 25.64s | PromptTokens: 604 | CompletionTokens: 665
2026-07-17 14:43:44 | INFO     | trace_id=40f602ce-0266-4026-b12b-e98adc2573c2 - Model: deepseek-r1 | Latency: 10.21s | PromptTokens: 125 | CompletionTokens: 310
2026-07-17 14:43:52 | INFO     | trace_id=40f602ce-0266-4026-b12b-e98adc2573c2 - Model: deepseek-r1 | Latency: 7.06s | PromptTokens: 510 | CompletionTokens: 154
2026-07-17 14:52:38 | INFO     | trace_id=prewarm - Model: deepseek-r1 | Latency: 51.09s | PromptTokens: 4658 | CompletionTokens: 1622
2026-07-17 14:53:17 | INFO     | trace_id=051dae50-b638-443e-8a22-119f505f9425 - Model: deepseek-r1 | Latency: 16.41s | PromptTokens: 657 | CompletionTokens: 466
2026-07-17 14:54:20 | INFO     | trace_id=051dae50-b638-443e-8a22-119f505f9425 - Model: deepseek-r1 | Latency: 62.44s | PromptTokens: 640 | CompletionTokens: 1934
2026-07-17 14:54:41 | INFO     | trace_id=6f94d428-8770-48a0-9229-6c94cb1afee3 - Model: deepseek-r1 | Latency: 20.57s | PromptTokens: 581 | CompletionTokens: 683
2026-07-17 14:55:02 | INFO     | trace_id=6f94d428-8770-48a0-9229-6c94cb1afee3 - Model: deepseek-r1 | Latency: 21.54s | PromptTokens: 640 | CompletionTokens: 586
2026-07-17 14:55:15 | INFO     | trace_id=051dae50-b638-443e-8a22-119f505f9425 - Model: deepseek-r1 | Latency: 12.92s | PromptTokens: 126 | CompletionTokens: 343
2026-07-17 14:55:22 | INFO     | trace_id=051dae50-b638-443e-8a22-119f505f9425 - Model: deepseek-r1 | Latency: 6.12s | PromptTokens: 700 | CompletionTokens: 161
2026-07-17 14:55:29 | INFO     | trace_id=6f94d428-8770-48a0-9229-6c94cb1afee3 - Model: deepseek-r1 | Latency: 7.24s | PromptTokens: 126 | CompletionTokens: 215
2026-07-17 14:55:36 | INFO     | trace_id=6f94d428-8770-48a0-9229-6c94cb1afee3 - Model: deepseek-r1 | Latency: 7.08s | PromptTokens: 693 | CompletionTokens: 151
2026-07-17 14:56:32 | INFO     | trace_id=7942e19c-199c-49f0-95bb-7657fb47d172 - Model: deepseek-r1 | Latency: 22.30s | PromptTokens: 624 | CompletionTokens: 571
2026-07-17 14:56:42 | INFO     | trace_id=7942e19c-199c-49f0-95bb-7657fb47d172 - Model: deepseek-r1 | Latency: 10.28s | PromptTokens: 640 | CompletionTokens: 349
2026-07-17 14:56:54 | INFO     | trace_id=7942e19c-199c-49f0-95bb-7657fb47d172 - Model: deepseek-r1 | Latency: 11.49s | PromptTokens: 126 | CompletionTokens: 294
2026-07-17 14:57:00 | INFO     | trace_id=7942e19c-199c-49f0-95bb-7657fb47d172 - Model: deepseek-r1 | Latency: 6.44s | PromptTokens: 700 | CompletionTokens: 163
2026-07-17 14:57:22 | INFO     | trace_id=5d3df526-5824-4040-9dfa-bea646afcb34 - Model: deepseek-r1 | Latency: 21.38s | PromptTokens: 620 | CompletionTokens: 642
2026-07-17 14:57:41 | INFO     | trace_id=5d3df526-5824-4040-9dfa-bea646afcb34 - Model: deepseek-r1 | Latency: 19.54s | PromptTokens: 640 | CompletionTokens: 569
2026-07-17 14:57:49 | INFO     | trace_id=5d3df526-5824-4040-9dfa-bea646afcb34 - Model: deepseek-r1 | Latency: 7.98s | PromptTokens: 126 | CompletionTokens: 273
2026-07-17 14:57:56 | INFO     | trace_id=5d3df526-5824-4040-9dfa-bea646afcb34 - Model: deepseek-r1 | Latency: 6.76s | PromptTokens: 686 | CompletionTokens: 170
2026-07-17 14:58:51 | INFO     | trace_id=eeb09550-f4d1-4700-82f0-23b7656896bc - Model: deepseek-r1 | Latency: 55.00s | PromptTokens: 640 | CompletionTokens: 2011
2026-07-17 14:59:18 | INFO     | trace_id=1e8a0214-6b06-4add-a987-7c07dddf62ef - Model: deepseek-r1 | Latency: 26.38s | PromptTokens: 620 | CompletionTokens: 752
2026-07-17 14:59:38 | INFO     | trace_id=1e8a0214-6b06-4add-a987-7c07dddf62ef - Model: deepseek-r1 | Latency: 20.67s | PromptTokens: 640 | CompletionTokens: 664
2026-07-17 14:59:48 | INFO     | trace_id=eeb09550-f4d1-4700-82f0-23b7656896bc - Model: deepseek-r1 | Latency: 9.57s | PromptTokens: 126 | CompletionTokens: 262
2026-07-17 14:59:59 | INFO     | trace_id=1e8a0214-6b06-4add-a987-7c07dddf62ef - Model: deepseek-r1 | Latency: 10.94s | PromptTokens: 126 | CompletionTokens: 321
2026-07-17 15:00:04 | INFO     | trace_id=eeb09550-f4d1-4700-82f0-23b7656896bc - Model: deepseek-r1 | Latency: 4.74s | PromptTokens: 686 | CompletionTokens: 89
2026-07-17 15:00:13 | INFO     | trace_id=1e8a0214-6b06-4add-a987-7c07dddf62ef - Model: deepseek-r1 | Latency: 9.14s | PromptTokens: 702 | CompletionTokens: 202
2026-07-17 15:01:17 | INFO     | trace_id=f874d1a0-e704-49ae-92ba-daf59844daa0 - Model: deepseek-r1 | Latency: 64.17s | PromptTokens: 640 | CompletionTokens: 2129
2026-07-17 15:01:33 | INFO     | trace_id=f874d1a0-e704-49ae-92ba-daf59844daa0 - Model: deepseek-r1 | Latency: 16.36s | PromptTokens: 640 | CompletionTokens: 501
2026-07-17 15:01:49 | INFO     | trace_id=f874d1a0-e704-49ae-92ba-daf59844daa0 - Model: deepseek-r1 | Latency: 15.67s | PromptTokens: 126 | CompletionTokens: 472
2026-07-17 15:01:53 | INFO     | trace_id=f874d1a0-e704-49ae-92ba-daf59844daa0 - Model: deepseek-r1 | Latency: 3.78s | PromptTokens: 700 | CompletionTokens: 91
2026-07-17 15:02:56 | INFO     | trace_id=db7d05d8-460d-4954-92d0-be0f2b31b893 - Model: deepseek-r1 | Latency: 62.72s | PromptTokens: 624 | CompletionTokens: 1998
2026-07-17 15:03:12 | INFO     | trace_id=db7d05d8-460d-4954-92d0-be0f2b31b893 - Model: deepseek-r1 | Latency: 15.96s | PromptTokens: 127 | CompletionTokens: 389
2026-07-17 15:03:19 | INFO     | trace_id=db7d05d8-460d-4954-92d0-be0f2b31b893 - Model: deepseek-r1 | Latency: 6.66s | PromptTokens: 652 | CompletionTokens: 134
2026-07-17 15:15:29 | INFO     | trace_id=836b3903-e3da-4db1-bc17-1288bc5b83ee - Model: deepseek-r1 | Latency: 18.84s | PromptTokens: 581 | CompletionTokens: 524
2026-07-17 15:15:50 | INFO     | trace_id=836b3903-e3da-4db1-bc17-1288bc5b83ee - Model: deepseek-r1 | Latency: 21.42s | PromptTokens: 640 | CompletionTokens: 654
2026-07-17 15:16:07 | INFO     | trace_id=836b3903-e3da-4db1-bc17-1288bc5b83ee - Model: deepseek-r1 | Latency: 16.62s | PromptTokens: 126 | CompletionTokens: 473
2026-07-17 15:16:15 | INFO     | trace_id=836b3903-e3da-4db1-bc17-1288bc5b83ee - Model: deepseek-r1 | Latency: 7.41s | PromptTokens: 696 | CompletionTokens: 184
2026-07-17 15:32:56 | INFO     | trace_id=e9e75082-cbd1-4e8a-9209-947bcd3fa28a - Model: deepseek-r1 | Latency: 11.12s | PromptTokens: 126 | CompletionTokens: 344
2026-07-17 15:33:10 | INFO     | trace_id=e9e75082-cbd1-4e8a-9209-947bcd3fa28a - Model: deepseek-r1 | Latency: 13.98s | PromptTokens: 1227 | CompletionTokens: 453
2026-07-17 15:33:24 | INFO     | trace_id=e9e75082-cbd1-4e8a-9209-947bcd3fa28a - Model: deepseek-r1 | Latency: 13.28s | PromptTokens: 528 | CompletionTokens: 393
2026-07-17 15:34:35 | INFO     | trace_id=a3490023-1bae-4886-824f-8f69c3853e74 - Model: deepseek-r1 | Latency: 9.25s | PromptTokens: 126 | CompletionTokens: 263
2026-07-17 15:34:40 | INFO     | trace_id=a3490023-1bae-4886-824f-8f69c3853e74 - Model: deepseek-r1 | Latency: 5.39s | PromptTokens: 1283 | CompletionTokens: 149
2026-07-17 15:34:56 | INFO     | trace_id=a3490023-1bae-4886-824f-8f69c3853e74 - Model: deepseek-r1 | Latency: 16.19s | PromptTokens: 464 | CompletionTokens: 527
2026-07-17 15:35:25 | INFO     | trace_id=a321eb7e-046f-47d7-be1e-dd65af6f8313 - Model: deepseek-r1 | Latency: 11.03s | PromptTokens: 126 | CompletionTokens: 337
2026-07-17 15:35:31 | INFO     | trace_id=a321eb7e-046f-47d7-be1e-dd65af6f8313 - Model: deepseek-r1 | Latency: 6.27s | PromptTokens: 1209 | CompletionTokens: 157
2026-07-17 15:36:11 | INFO     | trace_id=a321eb7e-046f-47d7-be1e-dd65af6f8313 - Model: deepseek-r1 | Latency: 39.50s | PromptTokens: 443 | CompletionTokens: 1055
2026-07-17 15:37:13 | INFO     | trace_id=967aa9c8-b4bf-42d7-a6b3-4937b65888ef - Model: deepseek-r1 | Latency: 11.42s | PromptTokens: 126 | CompletionTokens: 303
2026-07-17 15:37:20 | INFO     | trace_id=967aa9c8-b4bf-42d7-a6b3-4937b65888ef - Model: deepseek-r1 | Latency: 6.98s | PromptTokens: 1251 | CompletionTokens: 169
2026-07-17 15:38:13 | INFO     | trace_id=967aa9c8-b4bf-42d7-a6b3-4937b65888ef - Model: deepseek-r1 | Latency: 52.88s | PromptTokens: 476 | CompletionTokens: 1737
2026-07-17 15:38:56 | INFO     | trace_id=77d12ab5-2609-4557-94d5-6f7964570161 - Model: deepseek-r1 | Latency: 9.16s | PromptTokens: 126 | CompletionTokens: 265
2026-07-17 15:39:05 | INFO     | trace_id=77d12ab5-2609-4557-94d5-6f7964570161 - Model: deepseek-r1 | Latency: 8.99s | PromptTokens: 1203 | CompletionTokens: 234
2026-07-17 15:39:19 | INFO     | trace_id=77d12ab5-2609-4557-94d5-6f7964570161 - Model: deepseek-r1 | Latency: 14.01s | PromptTokens: 434 | CompletionTokens: 329
2026-07-17 15:41:29 | INFO     | trace_id=4cc05d3d-f989-41e4-b2b9-c53d55defb9d - Model: deepseek-r1 | Latency: 11.17s | PromptTokens: 126 | CompletionTokens: 293
2026-07-17 15:41:38 | INFO     | trace_id=4cc05d3d-f989-41e4-b2b9-c53d55defb9d - Model: deepseek-r1 | Latency: 8.74s | PromptTokens: 1215 | CompletionTokens: 213
2026-07-17 15:41:47 | INFO     | trace_id=4cc05d3d-f989-41e4-b2b9-c53d55defb9d - Model: deepseek-r1 | Latency: 9.33s | PromptTokens: 464 | CompletionTokens: 242
2026-07-17 15:42:06 | INFO     | trace_id=4cc05d3d-f989-41e4-b2b9-c53d55defb9d - Model: deepseek-r1 | Latency: 18.93s | PromptTokens: 620 | CompletionTokens: 559
2026-07-17 15:43:50 | INFO     | trace_id=N/A - Model: deepseek-r1 | Latency: 21.13s | PromptTokens: 228 | CompletionTokens: 758
2026-07-17 15:45:29 | INFO     | trace_id=N/A - Model: deepseek-r1 | Latency: 11.54s | PromptTokens: 135 | CompletionTokens: 336
2026-07-17 15:46:16 | INFO     | trace_id=N/A - Model: deepseek-r1 | Latency: 46.89s | PromptTokens: 585 | CompletionTokens: 1511
2026-07-17 15:46:29 | INFO     | trace_id=N/A - Model: deepseek-r1 | Latency: 13.26s | PromptTokens: 135 | CompletionTokens: 367
2026-07-17 15:47:12 | INFO     | trace_id=N/A - Model: deepseek-r1 | Latency: 42.16s | PromptTokens: 566 | CompletionTokens: 1261
2026-07-17 15:50:32 | INFO     | trace_id=prewarm - Model: deepseek-r1 | Latency: 27.06s | PromptTokens: 4658 | CompletionTokens: 891
2026-07-17 16:13:10 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 33.80s | PromptTokens: 4658 | CompletionTokens: 948
2026-07-17 16:17:47 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 39.07s | PromptTokens: 134 | CompletionTokens: 1310
2026-07-17 16:18:09 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 22.46s | PromptTokens: 548 | CompletionTokens: 686
2026-07-17 16:21:34 | INFO     | trace_id=39245fb1-be47-4c9c-aa86-848f334f8388 - Async Model: deepseek-r1 | Latency: 15.62s | PromptTokens: 185 | CompletionTokens: 482
2026-07-17 16:21:47 | INFO     | trace_id=39245fb1-be47-4c9c-aa86-848f334f8388 - Async Model: deepseek-r1 | Latency: 13.01s | PromptTokens: 186 | CompletionTokens: 407
2026-07-17 16:21:58 | INFO     | trace_id=39245fb1-be47-4c9c-aa86-848f334f8388 - Async Model: deepseek-r1 | Latency: 10.28s | PromptTokens: 126 | CompletionTokens: 340
2026-07-17 16:22:03 | INFO     | trace_id=39245fb1-be47-4c9c-aa86-848f334f8388 - Async Model: deepseek-r1 | Latency: 5.25s | PromptTokens: 695 | CompletionTokens: 136
2026-07-17 16:34:45 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 115.90s | PromptTokens: 4658 | CompletionTokens: 3846
2026-07-17 16:35:28 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 11.93s | PromptTokens: 142 | CompletionTokens: 375
2026-07-17 16:36:12 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 44.05s | PromptTokens: 510 | CompletionTokens: 1245
2026-07-17 16:38:26 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 37.44s | PromptTokens: 142 | CompletionTokens: 1104
2026-07-17 16:39:05 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 39.49s | PromptTokens: 616 | CompletionTokens: 1302
2026-07-17 16:41:48 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 16.48s | PromptTokens: 1160 | CompletionTokens: 459
2026-07-17 16:51:47 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 12.14s | PromptTokens: 130 | CompletionTokens: 296
2026-07-20 10:01:00 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 35.13s | PromptTokens: 4658 | CompletionTokens: 1097
2026-07-20 10:04:37 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 28.17s | PromptTokens: 1001 | CompletionTokens: 818
2026-07-20 10:05:19 | INFO     | trace_id=353960a2-f382-43b5-843d-bdcba0e8ba57 - Async Model: deepseek-r1 | Latency: 19.43s | PromptTokens: 620 | CompletionTokens: 598
2026-07-20 10:05:36 | INFO     | trace_id=353960a2-f382-43b5-843d-bdcba0e8ba57 - Async Model: deepseek-r1 | Latency: 16.78s | PromptTokens: 186 | CompletionTokens: 494
2026-07-20 10:05:43 | INFO     | trace_id=353960a2-f382-43b5-843d-bdcba0e8ba57 - Async Model: deepseek-r1 | Latency: 6.94s | PromptTokens: 126 | CompletionTokens: 224
2026-07-20 10:05:48 | INFO     | trace_id=353960a2-f382-43b5-843d-bdcba0e8ba57 - Async Model: deepseek-r1 | Latency: 4.91s | PromptTokens: 712 | CompletionTokens: 131
2026-07-20 10:10:46 | INFO     | trace_id=80cb5e8a-476c-4511-98fb-f36a034e62ad - Async Model: deepseek-r1 | Latency: 11.47s | PromptTokens: 126 | CompletionTokens: 312
2026-07-20 10:10:57 | INFO     | trace_id=80cb5e8a-476c-4511-98fb-f36a034e62ad - Async Model: deepseek-r1 | Latency: 9.78s | PromptTokens: 944 | CompletionTokens: 248
2026-07-20 10:11:07 | INFO     | trace_id=80cb5e8a-476c-4511-98fb-f36a034e62ad - Async Model: deepseek-r1 | Latency: 10.84s | PromptTokens: 383 | CompletionTokens: 302
2026-07-20 10:12:33 | INFO     | trace_id=6c491b0a-8263-4671-abe8-c190ae6c5a4e - Async Model: deepseek-r1 | Latency: 10.63s | PromptTokens: 126 | CompletionTokens: 294
2026-07-20 10:12:47 | INFO     | trace_id=6c491b0a-8263-4671-abe8-c190ae6c5a4e - Async Model: deepseek-r1 | Latency: 14.09s | PromptTokens: 936 | CompletionTokens: 349
2026-07-20 10:12:58 | INFO     | trace_id=6c491b0a-8263-4671-abe8-c190ae6c5a4e - Async Model: deepseek-r1 | Latency: 10.64s | PromptTokens: 370 | CompletionTokens: 273
2026-07-20 10:14:02 | INFO     | trace_id=2f0e08c5-a05e-4f76-89bc-7af314e3dc93 - Async Model: deepseek-r1 | Latency: 13.33s | PromptTokens: 126 | CompletionTokens: 380
2026-07-20 10:14:09 | INFO     | trace_id=2f0e08c5-a05e-4f76-89bc-7af314e3dc93 - Async Model: deepseek-r1 | Latency: 5.99s | PromptTokens: 932 | CompletionTokens: 141
2026-07-20 10:17:08 | INFO     | trace_id=5e3a54b3-4003-4569-925e-04c0f16dffc9 - Async Model: deepseek-r1 | Latency: 11.36s | PromptTokens: 126 | CompletionTokens: 364
2026-07-20 10:17:15 | INFO     | trace_id=5e3a54b3-4003-4569-925e-04c0f16dffc9 - Async Model: deepseek-r1 | Latency: 6.84s | PromptTokens: 1326 | CompletionTokens: 203
2026-07-20 10:19:31 | INFO     | trace_id=b834dc73-3467-4ff2-8d92-474aa997dd4e - Async Model: deepseek-r1 | Latency: 20.59s | PromptTokens: 126 | CompletionTokens: 573
2026-07-20 10:19:43 | INFO     | trace_id=b834dc73-3467-4ff2-8d92-474aa997dd4e - Async Model: deepseek-r1 | Latency: 11.50s | PromptTokens: 1321 | CompletionTokens: 301
2026-07-20 10:20:53 | INFO     | trace_id=06e84cbf-87ea-4726-b4d0-e3f2974c8577 - Async Model: deepseek-r1 | Latency: 10.31s | PromptTokens: 126 | CompletionTokens: 320
2026-07-20 10:21:07 | INFO     | trace_id=06e84cbf-87ea-4726-b4d0-e3f2974c8577 - Async Model: deepseek-r1 | Latency: 14.05s | PromptTokens: 1507 | CompletionTokens: 352
2026-07-20 10:21:26 | INFO     | trace_id=06e84cbf-87ea-4726-b4d0-e3f2974c8577 - Async Model: deepseek-r1 | Latency: 18.99s | PromptTokens: 620 | CompletionTokens: 650
2026-07-20 10:25:35 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 28.37s | PromptTokens: 128 | CompletionTokens: 1018
2026-07-20 10:25:49 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 105.47s | PromptTokens: 4658 | CompletionTokens: 4124
2026-07-20 10:25:58 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 8.83s | PromptTokens: 128 | CompletionTokens: 272
2026-07-20 10:26:44 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 11.88s | PromptTokens: 128 | CompletionTokens: 388
